vin,model,mfg_year,fuel_type
J375302R,Peterbilt 579,2022,CNG
Y976039P,Hino 268,2024,CNG
U702436I,International LT,2021,Diesel
Q405536G,Peterbilt 579,2020,CNG
P187540Z,Peterbilt 579,2016,CNG
T488215K,International LT,2018,Diesel
T773854Z,Volvo VNL,2018,LNG
C623236Y,Western Star 49X,2018,LNG
S679986L,Western Star 49X,2018,LNG
F125949Q,Volvo VNL,2022,LNG
H220429Y,Hino 268,2022,CNG
A226992Y,Freightliner M2,2021,Diesel
A661799L,Kenworth T680,2018,Diesel
Q356999J,Hino 268,2022,CNG
W998335J,Kenworth T680,2021,Diesel
C768877N,International LT,2017,Diesel
P256041Q,Freightliner Cascadia,2018,Electric
P820849G,International LT,2019,Diesel
F539839J,Peterbilt 579,2020,CNG
S260001T,Kenworth T680,2015,Diesel
Y076291T,Hino 268,2015,CNG
T304913H,Mack Anthem,2017,Diesel
J038975O,Volvo VNL,2022,LNG
I872099B,Freightliner Cascadia,2021,Electric
A564224V,Kenworth T680,2020,Diesel
V920823O,Peterbilt 579,2019,CNG
Z097669G,Hino 268,2017,CNG
K948962X,Hino 268,2017,CNG
A805682F,Hino 268,2023,CNG
A753079A,Peterbilt 579,2016,CNG
J186957W,Western Star 49X,2023,LNG
Q404347H,Freightliner Cascadia,2018,Electric
Q253137N,Hino 268,2022,CNG
F561007F,Freightliner Cascadia,2019,Electric
O321750A,Freightliner M2,2021,Diesel
N192025V,Peterbilt 579,2018,CNG
E991938M,International LT,2021,Diesel
Z370342S,Hino 268,2018,CNG
A447489X,Hino 268,2017,CNG
A476078I,Hino 268,2015,CNG
U351076E,Western Star 49X,2015,LNG
F917085E,Freightliner M2,2022,Diesel
R328951W,Navistar 4300,2015,Diesel
J634091Y,Western Star 49X,2023,LNG
V580558F,Western Star 49X,2022,LNG
Z157449Q,Volvo VNL,2022,LNG
P539160F,Freightliner Cascadia,2018,Electric
P700409Z,Volvo VNL,2023,LNG
R045418B,Freightliner M2,2021,Diesel
Z398221I,Peterbilt 579,2017,CNG
X039662V,International LT,2019,Diesel
Z038588R,Peterbilt 579,2016,CNG
J407880Z,Freightliner M2,2022,Diesel
S529516S,Mack Anthem,2017,Diesel
U693335A,Freightliner Cascadia,2024,Electric
T230397Q,Hino 268,2015,CNG
C088067G,Freightliner Cascadia,2022,Electric
C987092R,Kenworth T680,2021,Diesel
O199184F,Kenworth T680,2020,Diesel
G132661V,Freightliner Cascadia,2015,Electric
V848580K,Volvo VNL,2021,LNG
P632119Z,International LT,2023,Diesel
U047220O,Freightliner M2,2019,Diesel
X970774T,Western Star 49X,2019,LNG
O447082M,Hino 268,2023,CNG
N171461K,Hino 268,2018,CNG
Z539467Y,Volvo VNL,2024,LNG
S626235W,International LT,2015,Diesel
I960530V,Navistar 4300,2020,Diesel
X618402F,Freightliner M2,2016,Diesel
Z870368D,Western Star 49X,2020,LNG
Z506306P,Freightliner Cascadia,2024,Electric
P605028F,Freightliner M2,2020,Diesel
H640989A,International LT,2017,Diesel
D390912Z,Navistar 4300,2016,Diesel
M302520Q,Navistar 4300,2018,Diesel
D523759S,Kenworth T680,2020,Diesel
Z953192C,Peterbilt 579,2023,CNG
D098602W,Volvo VNL,2022,LNG
I745449C,Hino 268,2018,CNG
V548944O,Peterbilt 579,2020,CNG
H811808T,International LT,2019,Diesel
N896558S,Navistar 4300,2021,Diesel
M456622Y,Mack Anthem,2015,Diesel
D521797U,Volvo VNL,2020,LNG
Z660361A,International LT,2022,Diesel
A248607S,Freightliner Cascadia,2023,Electric
M726602W,Navistar 4300,2016,Diesel
X158501M,Freightliner Cascadia,2023,Electric
F017316Z,Navistar 4300,2019,Diesel
C156058K,Freightliner Cascadia,2024,Electric
E052244N,International LT,2016,Diesel
Q395479D,Peterbilt 579,2022,CNG
S645315D,Volvo VNL,2016,LNG
V905719F,Western Star 49X,2017,LNG
T898664Z,Mack Anthem,2016,Diesel
J936561P,Volvo VNL,2017,LNG
D359748Z,Mack Anthem,2016,Diesel
P805702V,Kenworth T680,2022,Diesel
A771843Z,Kenworth T680,2018,Diesel
X192209B,Navistar 4300,2015,Diesel
S733329E,Mack Anthem,2021,Diesel
Q323964C,Navistar 4300,2017,Diesel
Z282532Z,Freightliner Cascadia,2020,Electric
K769924C,Western Star 49X,2022,LNG
V739238P,Freightliner M2,2019,Diesel
K202320G,Peterbilt 579,2016,CNG
O401693W,Freightliner M2,2018,Diesel
T284423F,Navistar 4300,2020,Diesel
A199829Z,Western Star 49X,2024,LNG
S755154V,International LT,2020,Diesel
K260756S,Freightliner Cascadia,2024,Electric
H991383B,Navistar 4300,2023,Diesel
L064332X,Freightliner Cascadia,2022,Electric
D622777N,Mack Anthem,2024,Diesel
Z316806T,Kenworth T680,2019,Diesel
X707038D,Kenworth T680,2019,Diesel
K360595N,Peterbilt 579,2022,CNG
O842410E,International LT,2019,Diesel
R402740P,Freightliner M2,2017,Diesel
D675826A,International LT,2019,Diesel
A259062C,Freightliner Cascadia,2017,Electric
Y363856Q,Hino 268,2017,CNG
U614974M,Navistar 4300,2019,Diesel
L793183S,Kenworth T680,2017,Diesel
Y979849E,Kenworth T680,2017,Diesel
V498609N,Peterbilt 579,2016,CNG
J550493A,Freightliner M2,2020,Diesel
L643223Q,Hino 268,2017,CNG
L612128T,Freightliner Cascadia,2019,Electric
J811594V,International LT,2017,Diesel
R340012C,Peterbilt 579,2023,CNG
T622398T,Freightliner M2,2020,Diesel
T742256D,International LT,2017,Diesel
J871888I,International LT,2022,Diesel
V378870Q,Navistar 4300,2017,Diesel
Y841680S,Navistar 4300,2019,Diesel
T134956D,Volvo VNL,2015,LNG
W998460R,Western Star 49X,2022,LNG
K586794X,Kenworth T680,2022,Diesel
C638309J,International LT,2017,Diesel
K361080J,Freightliner M2,2023,Diesel
G616620A,Navistar 4300,2020,Diesel
R555786V,Mack Anthem,2022,Diesel
F786555W,Mack Anthem,2024,Diesel
A124764A,Kenworth T680,2024,Diesel
Y068758Z,Freightliner Cascadia,2020,Electric
E682405A,Volvo VNL,2022,LNG
L654512Q,Freightliner M2,2017,Diesel
E441899S,Navistar 4300,2016,Diesel
I023386B,Mack Anthem,2015,Diesel
U083570E,Western Star 49X,2024,LNG
N703630T,Peterbilt 579,2022,CNG
L423860C,International LT,2016,Diesel
B508983M,International LT,2015,Diesel
L413490X,Hino 268,2018,CNG
K619797F,Hino 268,2023,CNG
H245284N,Peterbilt 579,2019,CNG
T569480U,Peterbilt 579,2015,CNG
T073567G,Volvo VNL,2023,LNG
Q095739R,Freightliner Cascadia,2016,Electric
Q059802B,Navistar 4300,2021,Diesel
P029442Z,Peterbilt 579,2022,CNG
W031589I,International LT,2024,Diesel
M584907T,Hino 268,2023,CNG
Q203197D,Freightliner M2,2020,Diesel
N748675X,Western Star 49X,2017,LNG
R141864H,Western Star 49X,2020,LNG
M230882U,Western Star 49X,2020,LNG
A868419K,Freightliner M2,2019,Diesel
U332605J,International LT,2020,Diesel
E694276S,Mack Anthem,2022,Diesel
Y831730Z,Navistar 4300,2016,Diesel
Z293151H,Peterbilt 579,2022,CNG
X178824J,Western Star 49X,2022,LNG
N655946J,Mack Anthem,2017,Diesel
D906232U,Western Star 49X,2021,LNG
G237179L,Kenworth T680,2024,Diesel
D022379C,Hino 268,2016,CNG
Q654870J,Kenworth T680,2018,Diesel
E477954O,Mack Anthem,2022,Diesel
L767553H,Navistar 4300,2020,Diesel
V188907N,Volvo VNL,2024,LNG
U781591F,Western Star 49X,2016,LNG
G908945M,Freightliner M2,2021,Diesel
Q626838J,Mack Anthem,2021,Diesel
J876380B,Kenworth T680,2023,Diesel
Z761239R,Freightliner Cascadia,2024,Electric
V121905F,Kenworth T680,2018,Diesel
H881298P,Kenworth T680,2021,Diesel
A618207Z,Mack Anthem,2023,Diesel
L690107I,Freightliner Cascadia,2015,Electric
Y372982J,Mack Anthem,2024,Diesel
Q933486T,Mack Anthem,2022,Diesel
A970350F,Navistar 4300,2022,Diesel
Y578968U,Peterbilt 579,2015,CNG
Z335570F,Freightliner M2,2017,Diesel
U731231V,Mack Anthem,2019,Diesel
I505705P,Freightliner Cascadia,2016,Electric
H187993R,Mack Anthem,2021,Diesel
I440458N,Kenworth T680,2022,Diesel
D114147P,Peterbilt 579,2015,CNG
Z123503I,Volvo VNL,2019,LNG
E715689V,Freightliner Cascadia,2016,Electric
I097797D,Hino 268,2020,CNG
G234456S,Hino 268,2022,CNG
W467940O,Hino 268,2021,CNG
N664016I,Mack Anthem,2022,Diesel
Q957378N,Volvo VNL,2020,LNG
T159757K,Navistar 4300,2024,Diesel
Z927318J,Freightliner M2,2019,Diesel
J302915X,Kenworth T680,2024,Diesel
F423324Y,Freightliner M2,2017,Diesel
P518548L,International LT,2022,Diesel
S660734Y,Kenworth T680,2020,Diesel
W674621V,Kenworth T680,2015,Diesel
R958417V,Mack Anthem,2020,Diesel
V916170A,Western Star 49X,2020,LNG
K221816J,Freightliner M2,2019,Diesel
Q141344E,Mack Anthem,2023,Diesel
S609483F,Volvo VNL,2023,LNG
I740292Z,Peterbilt 579,2017,CNG
O433026W,Volvo VNL,2024,LNG
J099621M,Kenworth T680,2023,Diesel
V667719Y,International LT,2020,Diesel
U666102V,Mack Anthem,2019,Diesel
Y634202I,International LT,2016,Diesel
C234998E,Navistar 4300,2024,Diesel
F376836W,International LT,2017,Diesel
E901779U,Freightliner M2,2017,Diesel
S244614B,Navistar 4300,2019,Diesel
D923351T,International LT,2022,Diesel
D656426H,Western Star 49X,2020,LNG
N863726E,Kenworth T680,2016,Diesel
W995695L,Peterbilt 579,2017,CNG
Z227764F,Navistar 4300,2018,Diesel
U490038A,Peterbilt 579,2023,CNG
X255134S,Hino 268,2023,CNG
I486722I,Navistar 4300,2023,Diesel
O390473E,Volvo VNL,2021,LNG
R454615E,Freightliner Cascadia,2016,Electric
H493251Q,Volvo VNL,2017,LNG
U978879N,Freightliner M2,2022,Diesel
U120409S,International LT,2019,Diesel
G377661M,International LT,2017,Diesel
G085800U,Freightliner Cascadia,2024,Electric
L873143F,Navistar 4300,2020,Diesel
E511436I,Kenworth T680,2019,Diesel
E621078J,Freightliner M2,2016,Diesel
U710968B,Peterbilt 579,2017,CNG
P425706J,Kenworth T680,2018,Diesel
Z026933U,Mack Anthem,2017,Diesel
Z154230C,Peterbilt 579,2017,CNG
B023028V,Volvo VNL,2021,LNG
V505224G,Volvo VNL,2016,LNG
E142066C,Freightliner M2,2022,Diesel
K151459J,Western Star 49X,2015,LNG
V016633H,Peterbilt 579,2016,CNG
C222240U,Freightliner M2,2023,Diesel
X392220Y,Hino 268,2015,CNG
H201901W,Freightliner Cascadia,2016,Electric
K348433G,Mack Anthem,2015,Diesel
Y332528H,Volvo VNL,2019,LNG
A323945R,Freightliner M2,2016,Diesel
G452342Z,Volvo VNL,2024,LNG
L449760Q,Peterbilt 579,2024,CNG
L986634V,Peterbilt 579,2017,CNG
O095367Q,International LT,2015,Diesel
L734985N,Volvo VNL,2017,LNG
S735615L,Mack Anthem,2024,Diesel
R665591F,International LT,2020,Diesel
N625380A,Kenworth T680,2023,Diesel
O641475P,Hino 268,2018,CNG
X695247R,Navistar 4300,2024,Diesel
J665353L,Volvo VNL,2016,LNG
J629853S,Hino 268,2015,CNG
G367924V,Navistar 4300,2018,Diesel
V712763O,Peterbilt 579,2019,CNG
A835434J,Kenworth T680,2023,Diesel
A586390Y,Freightliner M2,2016,Diesel
E168249L,Peterbilt 579,2023,CNG
G399816W,Freightliner Cascadia,2020,Electric
P381168M,Hino 268,2017,CNG
Z710307N,Freightliner Cascadia,2016,Electric
X726072X,Kenworth T680,2020,Diesel
E014896J,Western Star 49X,2021,LNG
N082649H,Peterbilt 579,2023,CNG
X214639T,Peterbilt 579,2021,CNG
V762542L,Volvo VNL,2020,LNG
M264563M,Volvo VNL,2022,LNG
A172994N,Volvo VNL,2023,LNG
L694811P,Kenworth T680,2022,Diesel
N664971A,International LT,2019,Diesel
V706833O,Navistar 4300,2015,Diesel
K910161W,Volvo VNL,2020,LNG
M901639R,Freightliner Cascadia,2016,Electric
R901333R,Western Star 49X,2019,LNG
I376734Y,Freightliner Cascadia,2024,Electric
F140984U,Mack Anthem,2022,Diesel
C016793E,Peterbilt 579,2023,CNG
S481160L,Western Star 49X,2019,LNG
C910042J,Western Star 49X,2018,LNG
I886616C,Volvo VNL,2022,LNG
J199034H,International LT,2017,Diesel
Q348548J,Freightliner M2,2022,Diesel
D035316S,Volvo VNL,2021,LNG
N791791I,Freightliner Cascadia,2023,Electric
S601571F,Volvo VNL,2016,LNG
R713219T,Kenworth T680,2021,Diesel
H024702J,Western Star 49X,2024,LNG
D141128O,Volvo VNL,2017,LNG
N452719B,Volvo VNL,2020,LNG
B785764M,Peterbilt 579,2020,CNG
O913810F,Peterbilt 579,2024,CNG
S491619K,Western Star 49X,2016,LNG
E321540T,Peterbilt 579,2021,CNG
A315350M,Freightliner Cascadia,2019,Electric
Q626168W,Hino 268,2024,CNG
E525274A,Mack Anthem,2021,Diesel
L254717I,International LT,2022,Diesel
B994885Y,Hino 268,2021,CNG
D948993B,Freightliner Cascadia,2023,Electric
W519567Q,Mack Anthem,2017,Diesel
J635584L,Freightliner Cascadia,2016,Electric
I717266W,Volvo VNL,2019,LNG
A565046E,Freightliner Cascadia,2022,Electric
O001441A,Peterbilt 579,2017,CNG
Y686240S,Freightliner M2,2016,Diesel
A871006I,Freightliner M2,2016,Diesel
I904172J,Freightliner Cascadia,2015,Electric
U076238H,Kenworth T680,2021,Diesel
J152232J,Hino 268,2020,CNG
I228240R,Kenworth T680,2019,Diesel
M752835L,Hino 268,2024,CNG
C940041U,Volvo VNL,2016,LNG
X847913Y,Navistar 4300,2022,Diesel
M113505U,Freightliner Cascadia,2018,Electric
A722892Y,Mack Anthem,2022,Diesel
C641578M,Freightliner Cascadia,2023,Electric
B783028E,Mack Anthem,2023,Diesel
P041945T,International LT,2023,Diesel
P195281Q,Navistar 4300,2015,Diesel
U478674O,Freightliner M2,2021,Diesel
R280218J,Volvo VNL,2021,LNG
F930635J,Freightliner Cascadia,2020,Electric
Q037891J,Western Star 49X,2022,LNG
U139743Z,Freightliner Cascadia,2015,Electric
U990558W,Freightliner M2,2017,Diesel
I759940W,Navistar 4300,2019,Diesel
B429069K,Kenworth T680,2022,Diesel
Z045289I,Western Star 49X,2017,LNG
V606106A,Mack Anthem,2021,Diesel
C733745C,Freightliner Cascadia,2016,Electric
F165276O,Hino 268,2022,CNG
D681498I,Navistar 4300,2023,Diesel
E530843U,Hino 268,2022,CNG
S699296R,Freightliner Cascadia,2023,Electric
I477250S,Kenworth T680,2023,Diesel
T232423G,Freightliner M2,2021,Diesel
T004172H,Mack Anthem,2022,Diesel
U553691I,Hino 268,2021,CNG
Y557490L,Hino 268,2020,CNG
K796024X,Mack Anthem,2020,Diesel
N703332Y,Freightliner M2,2015,Diesel
F594523U,Hino 268,2015,CNG
R828630B,Kenworth T680,2020,Diesel
M296629F,International LT,2024,Diesel
M721742I,Freightliner M2,2020,Diesel
I204167X,Western Star 49X,2016,LNG
Z215392Y,Western Star 49X,2020,LNG
I937063W,International LT,2021,Diesel
G031392C,International LT,2015,Diesel
C485022A,Peterbilt 579,2018,CNG
P190193P,Peterbilt 579,2019,CNG
F359379F,Hino 268,2016,CNG
T900002L,Volvo VNL,2019,LNG
V561622Y,Volvo VNL,2020,LNG
M471855T,Kenworth T680,2015,Diesel
A079923S,Navistar 4300,2020,Diesel
P532316O,Freightliner M2,2022,Diesel
Y778145S,Western Star 49X,2024,LNG
N743701S,Navistar 4300,2021,Diesel
F539117B,Mack Anthem,2015,Diesel
Q665052E,Freightliner Cascadia,2024,Electric
J612092F,Freightliner M2,2020,Diesel
Z578061U,Western Star 49X,2024,LNG
R902231H,Western Star 49X,2020,LNG
O678706E,Hino 268,2016,CNG
M635322R,Freightliner Cascadia,2016,Electric
E718592I,Peterbilt 579,2020,CNG
O684856F,Freightliner Cascadia,2023,Electric
M114294B,International LT,2017,Diesel
K003753W,Hino 268,2019,CNG
J892313Q,International LT,2021,Diesel
N659866N,Peterbilt 579,2022,CNG
Q278417J,Volvo VNL,2023,LNG
V376591N,Peterbilt 579,2019,CNG
Q820114B,Mack Anthem,2015,Diesel
L652664B,Mack Anthem,2024,Diesel
L735127R,Western Star 49X,2018,LNG
R553375Z,Hino 268,2016,CNG
H569764C,Hino 268,2016,CNG
R849622Z,Hino 268,2020,CNG
A945104O,Mack Anthem,2016,Diesel
K250692A,Hino 268,2023,CNG
R568512D,Freightliner Cascadia,2021,Electric
M627672O,Peterbilt 579,2020,CNG
Q509793R,Volvo VNL,2019,LNG
T421291B,Navistar 4300,2019,Diesel
F502234D,Western Star 49X,2023,LNG
D804579I,International LT,2018,Diesel
B518407N,Western Star 49X,2021,LNG
C398214J,Mack Anthem,2024,Diesel
K233720S,Navistar 4300,2022,Diesel
X451676U,Navistar 4300,2017,Diesel
Q706363I,Freightliner M2,2023,Diesel
I863011Y,Kenworth T680,2024,Diesel
R200848I,Freightliner Cascadia,2018,Electric
B648333C,Freightliner Cascadia,2019,Electric
M960828Z,Navistar 4300,2024,Diesel
O713605R,Western Star 49X,2024,LNG
B494692J,Freightliner M2,2023,Diesel
M564901J,Peterbilt 579,2020,CNG
X495193D,Freightliner Cascadia,2017,Electric
H011546E,Peterbilt 579,2017,CNG
H580803U,Mack Anthem,2021,Diesel
D890441S,Western Star 49X,2020,LNG
Y043156G,Volvo VNL,2018,LNG
O513538P,Western Star 49X,2019,LNG
D148374U,Mack Anthem,2017,Diesel
O580309A,Mack Anthem,2024,Diesel
C168564H,Peterbilt 579,2021,CNG
M778401C,Peterbilt 579,2016,CNG
S271698J,Kenworth T680,2018,Diesel
X371611H,Freightliner M2,2018,Diesel
K668611K,Mack Anthem,2022,Diesel
M767598Q,Freightliner Cascadia,2023,Electric
U326170U,Western Star 49X,2021,LNG
Q058353W,Freightliner M2,2018,Diesel
C819565T,Kenworth T680,2019,Diesel
P285353L,Kenworth T680,2015,Diesel
Z982426Q,Mack Anthem,2019,Diesel
C217758E,Navistar 4300,2017,Diesel
F584668M,Freightliner M2,2022,Diesel
V303028N,Freightliner M2,2015,Diesel
L272766J,Volvo VNL,2020,LNG
K345150U,Hino 268,2019,CNG
P285461A,Volvo VNL,2021,LNG
E873089I,International LT,2016,Diesel
Y073827E,Western Star 49X,2017,LNG
I771184U,Peterbilt 579,2016,CNG
X278630M,Hino 268,2023,CNG
D007121J,Volvo VNL,2023,LNG
N423447R,Hino 268,2023,CNG
W057771N,Mack Anthem,2022,Diesel
Y619971X,Volvo VNL,2018,LNG
A965667S,Hino 268,2016,CNG
M099683S,International LT,2020,Diesel
K400952S,Hino 268,2021,CNG
M265379S,Peterbilt 579,2021,CNG
P221914N,Peterbilt 579,2017,CNG
Q070547P,Volvo VNL,2017,LNG
H601579F,Peterbilt 579,2019,CNG
T501016J,Freightliner Cascadia,2021,Electric
Z600802W,Mack Anthem,2024,Diesel
M893475D,Freightliner M2,2022,Diesel
G833548T,Navistar 4300,2020,Diesel
G357192S,Volvo VNL,2020,LNG
Y967914P,Navistar 4300,2021,Diesel
B866432N,Freightliner Cascadia,2018,Electric
J172665X,Mack Anthem,2017,Diesel
Q824685L,International LT,2022,Diesel
Z272400C,International LT,2019,Diesel
T208601Q,Freightliner M2,2024,Diesel
J605190X,Freightliner M2,2015,Diesel
Z543271P,Peterbilt 579,2019,CNG
P303356N,Navistar 4300,2021,Diesel
D693010U,Mack Anthem,2020,Diesel
P090899E,Volvo VNL,2023,LNG
I878104C,Peterbilt 579,2022,CNG
V283541I,Western Star 49X,2015,LNG
D929093Q,Western Star 49X,2019,LNG
X376613A,Mack Anthem,2016,Diesel
I628081I,Peterbilt 579,2019,CNG
X681594D,Peterbilt 579,2017,CNG
F470531C,Freightliner Cascadia,2020,Electric
B583309F,Western Star 49X,2015,LNG
I397984G,Mack Anthem,2016,Diesel
M891426O,Freightliner Cascadia,2022,Electric
Z765016F,Western Star 49X,2020,LNG
Z671877I,Western Star 49X,2016,LNG
I883636H,Kenworth T680,2019,Diesel
Z501627L,Navistar 4300,2016,Diesel
C922666G,International LT,2021,Diesel
F809376Z,Hino 268,2023,CNG
M522898A,International LT,2022,Diesel
K749935I,Freightliner M2,2015,Diesel
E125597D,Kenworth T680,2022,Diesel
S265976B,Kenworth T680,2015,Diesel
U838580B,Western Star 49X,2018,LNG
V141716E,Mack Anthem,2020,Diesel
L893912W,Hino 268,2016,CNG
F651887P,Volvo VNL,2017,LNG
P148600X,Peterbilt 579,2023,CNG
M009244T,Kenworth T680,2024,Diesel
O287875D,Western Star 49X,2020,LNG
B030293H,Freightliner Cascadia,2022,Electric
Z125018O,Kenworth T680,2019,Diesel
Z074290Q,Kenworth T680,2024,Diesel
M952223A,International LT,2019,Diesel
K931806C,Peterbilt 579,2016,CNG
Y073024L,Western Star 49X,2020,LNG
X662497P,Kenworth T680,2021,Diesel
Z740571P,Western Star 49X,2024,LNG
R446956X,Peterbilt 579,2015,CNG
Y740687N,Freightliner M2,2023,Diesel
V544534U,Hino 268,2018,CNG
Q146688A,Volvo VNL,2022,LNG
Y583483S,Peterbilt 579,2019,CNG
A835862F,Kenworth T680,2015,Diesel
P366485J,Western Star 49X,2024,LNG
A077587G,Western Star 49X,2024,LNG
J943269N,Mack Anthem,2017,Diesel
I443695C,Volvo VNL,2020,LNG
U504505C,Kenworth T680,2024,Diesel
K928467U,Volvo VNL,2015,LNG
W007342M,Navistar 4300,2021,Diesel
V390773F,Freightliner Cascadia,2022,Electric
P295450J,Volvo VNL,2018,LNG
W016258H,Peterbilt 579,2018,CNG
B502045Q,Mack Anthem,2019,Diesel
O281435E,Freightliner Cascadia,2021,Electric
W279433F,Kenworth T680,2021,Diesel
J953111P,Peterbilt 579,2024,CNG
W590426L,Peterbilt 579,2019,CNG
L742866Z,Peterbilt 579,2021,CNG
O510857H,Kenworth T680,2021,Diesel
F385545Q,Kenworth T680,2015,Diesel
U609193G,Mack Anthem,2019,Diesel
W174555R,Peterbilt 579,2024,CNG
L370627I,Freightliner Cascadia,2018,Electric
Q167337Y,International LT,2024,Diesel
B121575U,Freightliner Cascadia,2016,Electric
B264126G,Freightliner M2,2022,Diesel
K481876A,Kenworth T680,2020,Diesel
F990693M,Western Star 49X,2018,LNG
V630399E,Western Star 49X,2021,LNG
T670450V,Hino 268,2019,CNG
C998226O,Volvo VNL,2016,LNG
J123438H,Navistar 4300,2015,Diesel
P048514J,Freightliner M2,2020,Diesel
T025936X,Peterbilt 579,2022,CNG
P028231Q,International LT,2024,Diesel
D275576L,Hino 268,2015,CNG
L991154B,Freightliner M2,2019,Diesel
P443183T,Navistar 4300,2024,Diesel
C369531R,Western Star 49X,2019,LNG
U297711B,Western Star 49X,2020,LNG
I629179Y,Kenworth T680,2023,Diesel
H517328B,Freightliner M2,2024,Diesel
O291087N,Kenworth T680,2019,Diesel
Z221983K,Kenworth T680,2023,Diesel
X157376E,Freightliner Cascadia,2020,Electric
R105298C,Freightliner Cascadia,2017,Electric
V707459N,Volvo VNL,2020,LNG
U153044D,Navistar 4300,2021,Diesel
P020268J,Kenworth T680,2019,Diesel
O789034W,Volvo VNL,2020,LNG
C029586W,Freightliner M2,2017,Diesel
M603040X,Freightliner Cascadia,2019,Electric
O346754E,International LT,2021,Diesel
G823688C,Mack Anthem,2019,Diesel
E138272D,Hino 268,2019,CNG
D513346G,Navistar 4300,2020,Diesel
P842201I,Western Star 49X,2017,LNG
X825320J,International LT,2022,Diesel
O316816A,Kenworth T680,2023,Diesel
P038917V,Freightliner Cascadia,2015,Electric
T690789T,Peterbilt 579,2017,CNG
B767200W,Freightliner M2,2018,Diesel
A214107D,Kenworth T680,2015,Diesel
Y163485B,Freightliner Cascadia,2019,Electric
D895123A,Kenworth T680,2022,Diesel
N851191Q,Western Star 49X,2016,LNG
E454569J,Freightliner Cascadia,2015,Electric
M965561L,Freightliner Cascadia,2020,Electric
C767137U,Navistar 4300,2022,Diesel
P188626L,Freightliner Cascadia,2022,Electric
X561266C,Volvo VNL,2017,LNG
N830557D,Volvo VNL,2020,LNG
C138874K,Volvo VNL,2018,LNG
